name,code,rho,nu,temp,alp,ymod,sh
A53A,B31.1,0.2830,0.3,"-325,-200,-100,-50,70,100,200,300,400,500,600,650,700,750,800,850,900,950,1000,1050,1100","0.000005,0.00000535,0.0000055,0.0000058,0.00000607,0.00000613,0.00000638,0.0000066,0.00000682,0.00000702,0.00000723,0.00000733,0.00000744,0.00000754,0.00000765,0.00000775,0.00000784,0.00000791,0.00000797,0.00000805,0.00000812","31400000,30800000,30200000,29900000,29500000,29400000,28800000,28300000,27500000,27300000,26700000,26100000,25500000,24800000,24200000,23300000,22400000,21400000,20400000,19200000,18000000","30000,30000,30000,30000,30000,30000,27500,26500,25600,24400,23000,22200,21500,20800,20100,19500,19000,18400,17800,,"
